name,requirements,responsibilities,experience,employment,salary_from,salary_to,currency,gross
Lead C# (.Net Lead)/Руководитель отдела разработки (инфраструктура),Развивать процессы ci/cd. Опыт управления командой разработчиков от 3-х лет . Опыт коммерческой разработки на .NET Framework/.NET Core. ,"Управлять командой разработки (С# и <highlighttext>разработчики</highlighttext> <highlighttext>баз</highlighttext> <highlighttext>данных</highlighttext>). Самостоятельно прорабатывать стратегию развития и формирования команды, нанимать новых сотрудников. ",Более 6 лет,Полная занятость,,,,
Lead C# (.Net Lead)/Руководитель отдела разработки (инфраструктура),Развивать процессы ci/cd. Опыт управления командой разработчиков от 3-х лет . Опыт коммерческой разработки на .NET Framework/.NET Core. ,"Управлять командой разработки (С# и <highlighttext>разработчики</highlighttext> <highlighttext>баз</highlighttext> <highlighttext>данных</highlighttext>). Самостоятельно прорабатывать стратегию развития и формирования команды, нанимать новых сотрудников. ",Более 6 лет,Полная занятость,,,,
Руководитель отдела дата аналитики (RecSys),"Опыт от 3х лет в ecom/retail/video/streaming. Опыт разработки рекомендательных систем, которые влияют на продажи. ","Интеграция моделей в рабочие системы API, ETL. Работа со сторонними командами аналитики, <highlighttext>инженерами</highlighttext> <highlighttext>данных</highlighttext> и менеджерами от бизнеса. ",От 3 до 6 лет,Полная занятость,,,,
"Python-разработчик (ML, Антифрод)","Опыт коммерческой разработки на Python от 5 лет. Углубленные знания Python и его экосистемы (asyncio, typing, FastAPI, pandas, SQLAlchemy и...","Проектирование и реализация backend-инфраструктуры под обработку событий и потоков данных. Интеграция с Kafka, ClickHouse, Redis, MySQL и Яндекс.Функциями. ",От 3 до 6 лет,Полная занятость,,,,
Разработчик DWH,"Знание и уверенное использование коллекций, JSON. Опыт оптимизации запросов витрин и программного кода. Опыт работы с Postgre, APEX, <highlighttext>DBT</highlighttext>, NiFi.","Разделение монолита ХД на логические слои (в перспективе на 2 разные БД) с рефакторингом соответствующего кода (модификация таблиц, вью, пакетов...",От 3 до 6 лет,Полная занятость,,,,
"Data Scientist (классический ML, Антифрод)","Опыт работы с ClickHouse, SQL, S3, <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Навыки построения и поддержки ML в production (деплой, мониторинг качества). ","Анализ потоковых данных HTTP-запросов и браузерных параметров (до 5 млрд строк в месяц). Формирование признаков, выявление закономерностей и аномалий. ",От 3 до 6 лет,Полная занятость,,,,
Инженер-нефтяник,Более 5 лет опыта работы в нефтегазовой инженерии в операционных или исследовательских компаниях. Глубокие знания в области инженерии производства и...,"Разработка алгоритмических решений для задач нефтегазовой инженерии. Сотрудничество с data scientist, <highlighttext>data</highlighttext> <highlighttext>engineer</highlighttext> и инженерами STEM для создания решений, направленных...",Более 6 лет,Полная занятость,,,,
SQL разработчик,Профессиональное владение основами PLpgSQL и SQL. Навыки проектирования реляционных баз данных. Навык работы с большими объёмами данных. Навыки командной работы.,"Автоматизация бизнес-процессов банка. Разработка и поддержка серверного кода SQL, PLpgSQL в соответствии с требованиями заказчика. Проектирование структур данных предметной...",От 3 до 6 лет,Полная занятость,,,,
Разработчик DWH,"Есть навыки системного анализа и написание документации по разработанным решениям. Современный стек технологий: <highlighttext>dbt</highlighttext>, Airflow, Greenplum, Clickhouse, eMondrian GitLab CI...",Разрабатывать витрины данных в GreenPlum/ClickHouse. Выполнять аудит и оптимизацию ETL/ELT процессов. Участвовать в миграции SSAS-кубов в eMondrian...,От 3 до 6 лет,Полная занятость,,,,
Lead Scala Developer,Competency in Kafka. Understanding of Kubernetes. Proficiency in Kibana and Grafana. Background in <highlighttext>data</highlighttext> <highlighttext>engineering</highlighttext>. Familiarity with the Java programming...,Write backend services using Scala within microservice architecture. Create solutions utilizing Amazon Web Services. Participate in defining project requirements with...,От 3 до 6 лет,Полная занятость,,,,
Lead Scala Developer,Competency in Kafka. Understanding of Kubernetes. Proficiency in Kibana and Grafana. Background in <highlighttext>data</highlighttext> <highlighttext>engineering</highlighttext>. Familiarity with the Java programming...,Write backend services using Scala within microservice architecture. Create solutions utilizing Amazon Web Services. Participate in defining project requirements with...,От 3 до 6 лет,Полная занятость,,,,
DBA / Администратор Базы Данных,"Опыт работы с большими OLTP-системами, ETL-процессами, <highlighttext>хранилищами</highlighttext> <highlighttext>данных</highlighttext> (<highlighttext>разработка</highlighttext> и/или администрирование). Опыт работы с Unix-системами и...","Настройка производительности приложений, работающих с БД Oracle/Postgres/ClickHouse/Key-value database/Kafka. Работа с большими хранилищами данных. ",От 1 года до 3 лет,Полная занятость,,,,
DBA / Администратор Базы Данных,"Опыт работы с большими OLTP-системами, ETL-процессами, <highlighttext>хранилищами</highlighttext> <highlighttext>данных</highlighttext> (<highlighttext>разработка</highlighttext> и/или администрирование). Опыт работы с Unix-системами и...","Настройка производительности приложений, работающих с БД Oracle/Postgres/ClickHouse/Key-value database/Kafka. Работа с большими хранилищами данных. ",От 1 года до 3 лет,Полная занятость,,,,
Аналитик данных,"аналитическими пакеты - Pandas, Numpy, SciPy). Опыт работы с инструментами ETL (<highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>). Профессиональное владение Excel (макросы, формулы). Желателен практический опыт...","Обеспечивает регулярное администрирование систем обработки данных, контроль и целостность мастер данных. Обеспечивает расчет KPI отдела, предоставляет необходимую отчетность. ",От 3 до 6 лет,Полная занятость,,,,
MLOps / ML-инженер,"Понимание и опыт применения методов регрессии, классификации, кластеризации, анализа временных рядов. Опыт работы с DevOps инструментами: Docker, Kubernetes, CI/CD...",Создание и развитие компонентов ML-платформы (Model as a Service). Разработка и поддержка сервисов на Python. Реализация процессов автоматизированного обновления...,От 3 до 6 лет,Полная занятость,,,,
Data Architect (XRM),"Умение проектировать архитектуру для больших объемов данных. Знание принципов Data Lake, Data Warehouse и Lakehouse. Опыт работы с PostgreSQL, MongoDB...",Настраивать процессы подготовки данных для аналитики и визуализации. Курирование <highlighttext>Data</highlighttext> <highlighttext>Engineers</highlighttext> / Data Analysts на соблюдение стандартов работы с данными.,От 3 до 6 лет,Полная занятость,,,,
BI Аналитик,"SQL (опыт работы именно с PL-SQL будет плюсом). Airflow, <highlighttext>dbt</highlighttext>, git (понимание принципов, опыт работы желателен). Power Query M...",Разработка визуальной отчетности в MS PowerBI. Построение моделей данных в MS PowerBI. Написание и оптимизация запросов на PL-SQL для...,От 3 до 6 лет,Полная занятость,,,,
Специалист Департамента информационных технологий,"Необходимое образование, специальность: Высшее образование в сфере информационных технологий, прикладной математики, физики, инженерных или технических наук желательно, но не обязательно. ","Должностные обязанности: развитие Корпоративного <highlighttext>хранилища</highlighttext> <highlighttext>данных</highlighttext>, <highlighttext>разработка</highlighttext> ETL-процессов, создание витрин и отчетности с помощью BI инструментов, автоматизация процессов.",От 1 года до 3 лет,Полная занятость,,,,
DevOps engineer,"Опыт разработки python-скриптов, работы с Git, базами данных, менеджерами репозиториев. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext> для оркестрации рабочих процессов. ","Поддержка, развитие и администрирование инфраструктуры проектов. Внедрение и поддержка CI/CD. Организация мониторинга и логирования сервисов. Обеспечение надежности и доступности...",От 1 года до 3 лет,Полная занятость,,,,
Senior DevOps engineer/DevOps engineer (Kubernetes),"Представление о процессах <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> (получение, обработка, хранение, анализ данных). Умение создавать пайплайны CI/CD. Интерес к технологиям обработки данных...","Автоматизация механизмов развертывания и настройки операционной системы, платформы оркестрации контейнеров и инфраструктурных сервисов. Автоматизация всех рутинных/повторяющихся процессов, реализация концепции...",Более 6 лет,Полная занятость,,,,
Senior DevOps engineer/DevOps engineer (Kubernetes),"Представление о процессах <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> (получение, обработка, хранение, анализ данных). Умение создавать пайплайны CI/CD. Интерес к технологиям обработки данных...","Автоматизация механизмов развертывания и настройки операционной системы, платформы оркестрации контейнеров и инфраструктурных сервисов. Автоматизация всех рутинных/повторяющихся процессов, реализация концепции...",Более 6 лет,Полная занятость,,,,
Solution Architect,Familiarity with architecture frameworks and architecture evaluation metodologies. High level knowledge in <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> and(or) Machine Learning areas. ,"Participate in definition of business drivers, goals and objectives. Definition of functional and non-functional requirements; - Driving quality attribute workshops...",От 1 года до 3 лет,Полная занятость,,,,
Middle ML Engineer (NLP),"Опыт работы не менее 2-х лет, из них: В сфере Data Science / ML Engineering / <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> не менее 2...","Создание сервисов на базе генеративных AI и классических ML/DL моделей. - Сбор, обработка и загрузка данных из различных источников (SQL...",От 1 года до 3 лет,Полная занятость,,,,
Руководитель группы разработки аналитической платформы (A/B & ClickStream),"В Data Team мы создаём и внедряем инструменты для всей компании, которые позволяют принимать продуктовые решения на основе данных, а...","Повышать техническую экспертизу команды, организовать обмен знаниями в команде и активное участие в гильдии <highlighttext>data</highlighttext>-<highlighttext>engineer</highlighttext>. Декомпозировать крупные задачи и...",Более 6 лет,Полная занятость,,,,
Team Lead System Analyst (Big Data),Практический опыт управления командой из нескольких системных аналитиков. Практический опыт разработки технических заданий на программное обеспечение. SQL на уровне написания...,"Управлять бэклогом команды совестно с тимлидом <highlighttext>инженеров</highlighttext> <highlighttext>данных</highlighttext>. Участвовать в создании новых подсистем, источников данных и внедрении новых инструментов для...",От 3 до 6 лет,Полная занятость,,,,
Руководитель кросс-функциональной IT команды/Руководитель разработки разработки,"Гуру Linux и PostgreSQL. Опыт с self-hosted облаками (Docker/Kubernetes). Знание Elasticsearch, Prometheus, Grafana, GitLab-CI. Практика в настройке...","Руководить и кодить: Вы — «играющий тренер», который и пишет код, и ведет команду (20+ человек: разработчики, QA, DevOps, ИнфоБез). ",Более 6 лет,Полная занятость,,,,
Data Analyst / BI Developer,"Имеет опыт использования <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Отлично знает Excel, умеет писать макросы на VBA. Опыт работы на рынке Интернет-рекламы - на...",Сбор и интеграция данных из различных источников в витрины данных. Разработка и поддержка дашбордов в Apache Superset. Написание макросов в...,От 1 года до 3 лет,Полная занятость,,,,
Аналитик данных/Data Analyst,Умеешь сохранять спокойствие в стрессовых ситуациях. Понимание основ <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext>'а. Опыт работы в крупном ритейле в качестве аналитика данных. ,По анализу основных экономических и маркетинговых показателей компании. По обработке потоков данных для этого анализа. По структурированию нашей аналитической БД. ,От 1 года до 3 лет,Полная занятость,110000.0,170000.0,RUR,True
Solution Architect/Архитектор решений (BI&CRM),"Знакомство с реализациями DWH, инструментами BI (Microsoft Power BI, Tableau, QlikView, Analytic Workspace, ClickHouse, Trino, <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, Redshift, Grafana, Yandex...","Техническое руководство: руководство проектированием и внедрением решений BI и CRM, обеспечение их соответствия бизнес-целям. Анализ требований: сбор и анализ...",Более 6 лет,Полная занятость,,,,
Разработчик Spark,Опыт работы не менее 2 лет в роли разработчика на <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>. Высшее техническое образование. Опыт работы с Hadoop: понимание...,Разрабатывать пайплайны по обработке данных на <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext> Java/Scala. Осуществлять потоковую обработку данных. Объединять и фильтровать события из топиков. ,От 1 года до 3 лет,Полная занятость,,,,
Senior разработчик БД в команду Гео сервисов,Опыт промышленной разработки OLTP БД (PostgreSQL и/или MSSQL и/или Oracle) от 5 лет. Желание работать с PostgreSQL. ,"Полный цикл разработки на PostgreSQL, начиная с проектирования, заканчивая развертыванием в продакшн. Решение сложных архитектурных задач по реализации системы сбора...",Более 6 лет,Полная занятость,,,,
Senior разработчик БД в команду Гео сервисов,Опыт промышленной разработки OLTP БД (PostgreSQL и/или MSSQL и/или Oracle) от 5 лет. Желание работать с PostgreSQL. ,"Полный цикл разработки на PostgreSQL, начиная с проектирования, заканчивая развертыванием в продакшн. Решение сложных архитектурных задач по реализации системы сбора...",Более 6 лет,Полная занятость,,,,
Лидер аналитики данных (Head of Data Analytics),"Понимание работы со стеком Big Data: Hive, Spark SQL, Hadoop, <highlighttext>Apache</highlighttext> <highlighttext>AirFlow</highlighttext>. Навыки проектирования архитектуры аналитических решений и интеграций. ","Взаимодействие с бизнес-подразделениями и командами Data Office (<highlighttext>Data</highlighttext> <highlighttext>Engineers</highlighttext>, Data Scientists, Product Analysts). Проектирование архитектуры логических моделей данных (ERD...",От 3 до 6 лет,Полная занятость,,,,
Разработчик Python,Опыт работы в Agile командах. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Опыт работы с Flask/SQLAlchemy. Опыт работы с FastAPI/Starlette. ,Разработка бэкенд части на Python с использованием Starlette/FastAPI. Доработка существующих модулей платформы. Миграция функционала на Python с других языков...,От 3 до 6 лет,Полная занятость,,,,
BI-аналитик,"Опыт работы от 3 лет качестве BI-аналитика, <highlighttext>архитектора</highlighttext> <highlighttext>DWH</highlighttext> или <highlighttext>разработчика</highlighttext> в проектах по внедрению аналитических систем. ","Сбор, согласование и документирование требований бизнес-заказчиков к отчетности. Анализ и подготовка источников данных. Разработка и развитие модели информационных потоков...",От 3 до 6 лет,Полная занятость,,,,
"Backend Team Lead (Java, Spring)",Понимание принципов разработки решений на базе ИИ и опыт применения ИИ в процессах автоматизации. Знание основ <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> и опыт...,"Разработка, поддержка и развитие серверной части систем автоматизации процессов государственного аудита. Руководство командой бекенд-разработчиков (планирование задач, распределение ролей). ",От 3 до 6 лет,Полная занятость,,,,
Разработчик БД MS SQL Server,Профильное высшее образование. Самоорганизованность и самодисциплину. Знание теории реляционных баз данных. Знание и опыт разработки на T-SQL. ,"Разработкой структуры базы данных и хранимых процедур, функций, триггеров представлений и других программируемых объектов на языке T-SQL. ",От 3 до 6 лет,Полная занятость,,,,
Аналитик данных,"Требование 1: способность сделать самостоятельный вывод на основе полученных данных. Знание маркетинговых, финансовых и операционных метрик. Высшее техническое или экономическое...","Разработка и валидация новых метрик. Взаимодействие с владельцами продукта, <highlighttext>BI</highlighttext>-<highlighttext>Engineer</highlighttext>, DE, основными стейкхолдерами. Формирование ТЗ на изменение/создание витрин...",От 3 до 6 лет,Полная занятость,,,,
Data Scientist (Центр портфельного риск-моделирования),"Высшее физ-мат образование (МФТИ, МГУ, НГУ, МИФИ и прочие топ вузы). Глубокое понимание математических методов, работы с данными. ",Аналитика бизнес-процессов и постановка задачи на разработку модели (совместно с заказчиком/владельцем продукта). Взаимодействие с DE при сборе данных. ,От 1 года до 3 лет,Полная занятость,,,,
Системный инженер (DEVOPS) в направление BIGDATA,"Опыт работы на позиции системного инженера от 2 лет. Знание на продвинутом уровне ОС семейства Linux, Windows. Знание одного или...","Участие в проектах в качестве системного <highlighttext>инженера</highlighttext> <highlighttext>DWH</highlighttext>, BI, Big Data. Развертывание продуктовых, тестовых и сред разработки. Участие в проектировании...",Более 6 лет,Полная занятость,,,,
MLOps инженер,"Знание систем ETL и потоковой обработки данных: Airflow, <highlighttext>dbt</highlighttext>, Nifi. Навыки работы с системами виртуализации: VMWare (vSphere, vCloud Director), OpenStack. ","Управление инфраструктурой ML в приватном облаке: развертывание, поддержка и оптимизация. Координация с разными командами: data scientists, DevOps-инженерами, архитекторами и...",От 3 до 6 лет,Полная занятость,,,,
Ведущий аналитик данных (DWH Lead),"Пожелания по опыту: Опыт работы в аналитике / BI / <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> от 3 лет. Глубокое знание SQL (оптимизация запросов, оконные функции...",Проектирование и оптимизация хранилищ данных (<highlighttext>DWH</highlighttext>). <highlighttext>Разработка</highlighttext> и поддержка ETL-процессов аналитических данных (Airflow или аналоги). Оптимизация и контроль производительности...,От 3 до 6 лет,Полная занятость,,,,
Аналитик данных (финансовые метрики),Опыт работы аналитиком данных от 3 лет. Навыки работы с BI-системами и опыт создания дашбордов с нуля. ,"Автоматизировать работу с данными вместе с командой <highlighttext>дата</highlighttext>-<highlighttext>инженеров</highlighttext>. Исследовать данные источников, искать зависимости и инсайты в них. ",От 3 до 6 лет,Полная занятость,,,,
Менеджер по продажам (IT решения),Мы комплексно подходим к решению поставленных задач и готовы интегрировать их в ИТ-ландшафт предприятий любого уровня. Предпочтение кандидатам из...,Концепт Разработка аккредитованная IT компания. Мы в поиске мотивированного и опытного менеджера для развития продаж в новых заказчиках. ,Более 6 лет,Полная занятость,,,,
Аналитик данных,"Высшее математическое/техническое образование. Опыт работы <highlighttext>дата</highlighttext>-<highlighttext>инженером</highlighttext> от 2 лет. Знание Python (pandas, работа с БД и файлами). ",Сбор и анализ бизнес-требований к данным зарплатных проектов. Реализация SQL-прототипов решений на платформе Hadoop. Тестирование разработанных решений. ,Нет опыта,Полная занятость,,,,
Аналитик данных,"Какие знания и навыки для нас важны: Высшее образование. Опыт работы с базами данных, навыки написания сложных SQL-запросов, процедур...",Развитие внутреннего сервиса по построению рекомендаций для сотрудников. Разработка и реализация различных метрик операционного качества. Обработка ошибок в роли 3...,От 1 года до 3 лет,Полная занятость,,,,
Data analyst (офис),"Знание SQL. Знание одной или несколько технологий: Java Spring, <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Kafka, Postgres. Знание принципов построения современной ИТ-архитектуры. ",Участие в полном производственном цикле. Формализация и согласование тех.требований и solution архитектуры в заданные сроки. Участие в цикле тестирования и...,От 1 года до 3 лет,Полная занятость,,,,
Программист Unity,"Опыт работы в аналогичной должности обязателен от 2 лет. Опыт коммерческой разработки на Unity для iOS / Android / PC, клиент-серверные...","Платформа: PC, iOS, Android. Сети: Facebook, VK, OK и пр. Тип игры: браузерная / мобильная. Жанр: поиск предметов - головоломка (HOG / HOPA). ",От 1 года до 3 лет,Полная занятость,,,,
Разработчик Python / Middle Python Developer,"Опыт работы от 2х лет, наличие реализованных проектов. Понимание ООП, структур данных, асинхронности, GIL, multiprocessing, multithreading, garbage collector в...","Стать частью крутой команды разработки, принимать активное участие в общекомандных активностях. Разработка асинхронных REST API, GraphQL API и сервисов работы...",От 1 года до 3 лет,Полная занятость,,,,
Sales Data Domain Leader,"Minimum 3 years experience in roles: Data Architect, Data Domain Owner, <highlighttext>Data</highlighttext> <highlighttext>Engineers</highlighttext> Lead. Proven experience in architecting and designing...","Implement PHD through coordination and guidance for <highlighttext>Data</highlighttext> <highlighttext>Engineers</highlighttext> and Data Analysts team, adjust Data model to BI requirements (base...",От 3 до 6 лет,Полная занятость,,,,
Python программист/разработчик,"Высшее образование в ИТ / ИБ (будет являться плюсом). Уверенные знания возможностей экосистемы Python, опыт разработки не менее 3-х лет. ","Проработка архитектуры с целью интеграции нового функционала. Проектирование и разработка внутреннего корпоративного приложения на Python. Тестирование нового функционала, нагрузочное тестирование...",От 3 до 6 лет,Полная занятость,250000.0,,RUR,False
Team Lead Product Analytics,Опыт работы аналитиком от 5 лет. Опыт управления командой от 2 лет. Знания в области математической статистики и теории вероятностей. ,"Активно взаимодействовать с командами Product Analysts, Sales, Marketing, CSM и Partnership. Управлять загрузкой команды, планировать роадмап, контролировать сроки выполнения задач...",От 3 до 6 лет,Полная занятость,,,,
Data analyst,"Опыт работы с хранилищами данных: Oracle, Teradata, Postgre, MS SQL. Опыт работы с ETL: <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext> Hadoop, SAS, Informatica.",Собирать и формализировать бизнес требования в запросы. Осуществлять анализ данных. Работать с хранилищами и ETL. Взаимодействовать с смежными командами для...,От 1 года до 3 лет,Полная занятость,,,,
ML-разработчик в девелопменте,"Высшее техническое образование (предпочтительно в области ИТ, математики, физики, инженерии). Технические навыки: 1) Машинное обучение и Data Science: - Опыт работы...","1) Разработка ML-моделей для анализа рынка недвижимости (динамики цен, факторы спроса). 2) Разработка ML-моделей для анализа реализации проекта. ",Более 6 лет,Полная занятость,,,,
Разработчик DWH,"Опыт работы в роли <highlighttext>инженера</highlighttext> <highlighttext>данных</highlighttext> или разработчика DWH не менее 3-х лет. Экспертный уровень SQL (оконные функции, CTE...",Проектирование и разработка архитектуры хранилища данных (DWH). Создание и оптимизация ETL/ELT процессов. Разработка витрин данных. Взаимодействие с аналитиками и...,От 1 года до 3 лет,Полная занятость,,,,
Junior/Pre-middle QA Engineer,Работа с опытным ментором (Team Lead) с опытом <highlighttext>Data</highlighttext> <highlighttext>engineering</highlighttext> 5+ лет. Знание английского языка на уровне pre-intermediate...,"Система грейдинга через Performance Review. Проверка функционала используя необходимые подходы, уровни и типы тестирования. Написание чек-листов тестирования, составление регламентной...",От 1 года до 3 лет,Полная занятость,40000.0,50000.0,RUR,False
Портфельный аналитик (Risk Data Analyst),Релевантный опыт работы от 1 года. У вас высшее техническое или профильное образование — можно неоконченное. Знаете SQL и Python на...,"Участвовать в управлении кредитным портфелем. Прорабатывать требования к отчетности. Оптимизировать воронки отказов. Общаться с бизнесом, <highlighttext>DWH</highlighttext>, <highlighttext>разработчиками</highlighttext>, бизнес-аналитиками и...",От 1 года до 3 лет,Полная занятость,,,,
DevOps-инженер,"Уверенные знания в Linux. Опыт построения CI/CD пайплайнов: blue/green, canary, rolling updates. Отличное знание docker/docker-compose. ",Грейд Middle/Senior.,От 3 до 6 лет,Полная занятость,250000.0,,RUR,False
Аналитик DWH (GreenPlum/Oracle/pgSQL),"Oracle DB. SQL, PL/pgSQL, PL/SQL. ETL-инструменты (<highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext> & Python). Git/GitLab. Draw.io/PlantUML/Visio/…. Jira & Wiki. ","Сбор, анализ и формализация бизнес-требований для прикладных витрин (BUDM_). Разработка технической документации: технические задания, спецификации на разработку (S2...",От 3 до 6 лет,Полная занятость,,,,
Аналитик-разработчик,Хорошо владеете Python и имеете опыт его использования. Знаете SQL и PL/SQL.,"Автоматизация процессов. Вам предстоит автоматизировать отчёты и процессы, развивать инфраструктуру внутри команды, формировать требования к витринам данных и реализовывать их. ",От 3 до 6 лет,Полная занятость,,,,
Etl-инженер,высшее образование. * опыт в разработке сервисов Data-аналитики не менее 4-х лет. * отличное знание классических алгоритмов и структур данных. * ,формирование аналитики на базе AI. Обязанности: * проектирование и развитие аналитической <highlighttext>DWH</highlighttext>. * <highlighttext>разработка</highlighttext> и согласование архитектуры решений сервисов аналитики. * ,От 3 до 6 лет,Полная занятость,,,,
Data Quality Engineer (middle),Опыт работы <highlighttext>дата</highlighttext>-<highlighttext>инженером</highlighttext> или ML инженером – от 3 лет. Понимание специфики работы с колоночными БД (преимущественно Snowflake). ,"Исследовать и внедрять методы оценки данных для выявления потенциальных аномалий в реальном времени. Осуществлять анализ коренных причин аномалий, реализовывать подходы...",От 3 до 6 лет,Полная занятость,,,,
Customer Journey Expert/Продуктовый аналитик в команду Клиентской коммуникации,"Опыт в клиентских коммуникациях (email, push, чат-боты и т.д.). Знание CDP-систем (Customer <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>) или маркетинговых automation...","Определение и анализ ключевых метрик надежности, роста и эффективности платформы. Поиск точек роста платформенных решений в рамках B2B...",От 3 до 6 лет,Полная занятость,,,,
Senior Python back-end Developer,"...Calypso, Arqa Technologies(QUIK, QORT), 1C (на уровне интеграции. Git, CI/CD, Grafana/Prometheus, Linux, Docker, ELK, <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>.","Разработка API для UI, реализация логики загрузки/сверки/интеграции, работа с БД. Участие в выборе/оптимизации/поиска компромиссов архитектурных решений...",От 3 до 6 лет,Полная занятость,,,,
Senior разработчик БД в команду Гео сервисов,Опыт промышленной разработки OLTP БД (PostgreSQL и/или MSSQL и/или Oracle) от 5 лет. Желание работать с PostgreSQL. ,"Полный цикл разработки на PostgreSQL, начиная с проектирования, заканчивая развертыванием в продакшн. Решение сложных архитектурных задач по реализации системы сбора...",Более 6 лет,Полная занятость,,,,
ML Lead разработчик/инженер,"Опыт прогнозирования обязателен. Опыт на позиции Lead от 1 года, общий опыт в ML от 5 лет. Глубокие знания и...","Строить максимально точный прогноз продаж для последующего использования результата прогнозирования при наполнении промо. Задачи: Строить прогноз (непосредственно задача регрессии, генерация...",От 3 до 6 лет,Полная занятость,,,,
Senior разработчик БД в команду Гео сервисов,Опыт промышленной разработки OLTP БД (PostgreSQL и/или MSSQL и/или Oracle) от 5 лет. Желание работать с PostgreSQL. ,"Полный цикл разработки на PostgreSQL, начиная с проектирования, заканчивая развертыванием в продакшн. Решение сложных архитектурных задач по реализации системы сбора...",Более 6 лет,Полная занятость,,,,
Разработчик корпоративного хранилища данных (DWH),"Знание языка и библиотек Python (в частности pandas, numpy, sqlalchemy) для разработки модулей. Хорошее знание SQL - джойны, оконные функции (опыт...",Разработка и внедрение программных модулей для <highlighttext>хранилища</highlighttext> <highlighttext>данных</highlighttext>. <highlighttext>Разработка</highlighttext> пайплайнов данных. Проверка работоспособности разработанного программного обеспечения. Разработка процедур интеграции программных...,От 3 до 6 лет,Полная занятость,,,,
