name,requirements,responsibilities,experience,employment,salary_from,salary_to,currency,gross
Data Engineer,Опыт работы с Kafka. Опыт работы с <highlighttext>dbt</highlighttext>. Опыт настройки и поддержки CDC. Опыт работы с S3. ,Разработка и поддержка пайплайнов загрузки данных на Python с использованием DAG’ов Airflow. Разработка <highlighttext>dbt</highlighttext>-моделей по ключевым бизнес-процессам...,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer,Опыт работы с Kafka. Опыт работы с <highlighttext>dbt</highlighttext>. Опыт настройки и поддержки CDC. Опыт работы с S3. ,Разработка и поддержка пайплайнов загрузки данных на Python с использованием DAG’ов Airflow. Разработка <highlighttext>dbt</highlighttext>-моделей по ключевым бизнес-процессам...,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer,"...professional experience in <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> or similar roles. Strong proficiency in SQL, Python, and other <highlighttext>data</highlighttext> <highlighttext>engineering</highlighttext> tools. ","Design, develop, and maintain scalable and reliable data pipelines to handle large volumes of structured and unstructured data. ",Более 6 лет,Полная занятость,,,,
Data инженер / Инженер данных,"Опыт построения DWH. Понимание логических моделей хранилища. Понимание версионирования данных (бизнес/техническая история , ескд2). Знание ETL процессов. ",Будет плюсом: работа с java/scala дистрибутивом.,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Уверенное владение SQL. Опыт работы с Oracle, Informatica. Знание циклов разработки программного обеспечения. Опыт в сборе требований, коммуникации с заказчиком. ","Развивать и поддерживать КХД, сопровождать задачи от сбора требований до финального этапа опытно-промышленной эксплуатации процесса на среде ПРОД. ",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer,имеете опыт работы в роли <highlighttext>инженера</highlighttext> <highlighttext>данных</highlighttext> не менее одного года. - Отлично знаете SQL и понимаете устройство реляционных БД. - ,"Участвовать в проработке и пилотировании нового. Flink, Spark, инкрементальное построение, Data Quality, тесные интеграции с аналитическими инструментами и многое другое...",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer,"Работа в развивающемся IT-проекте с командой специалистов высокого уровня, возможность развития и обмена опытом.","Airflow, Spark, Kafka, Debezium. Анализ имеющегося функционала хранилища данных для целей миграции бизнес-процессов. Анализ новых требований от заказчиков по...",От 3 до 6 лет,Полная занятость,,,,
Data Engineer (Junior),...Python или другой язык программирования на базовом уровне. Понимаете теорию СУБД- и ETL-процессов. Хотите развиваться в роли <highlighttext>дата</highlighttext>-<highlighttext>инженера</highlighttext>.,Участвовать в проектах по развитию <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>. Писать скрипты SQL и Python. Прорабатывать интеграции с внешними системами для <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>.,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer (Junior),...Python или другой язык программирования на базовом уровне. Понимаете теорию СУБД- и ETL-процессов. Хотите развиваться в роли <highlighttext>дата</highlighttext>-<highlighttext>инженера</highlighttext>.,Участвовать в проектах по развитию <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>. Писать скрипты SQL и Python. Прорабатывать интеграции с внешними системами для <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>.,От 1 года до 3 лет,Полная занятость,,,,
Аналитик данных (Data Platform и ML),Высшее образование (техническое преимущественно). Опыт работы от 3-х лет в BI-аналитике. Умение строить дашборды в Apache SuperSet и...,"Разработкой моделей данных, трансформацией и обработкой данных. Формированием требований к витринам данных для обеспечения доступности информации. Проведением анализа источников данных...",От 3 до 6 лет,Полная занятость,,,,
Data Engineer (Сбережения),"Опыт работы в качестве <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext> / Data Analyst / ETL Developer. Знание SQL на продвинутом уровне (аналитические функции, подзапросы, хранимые процедуры...",Проектирование и разработка аналитических витрин данных для целей отчетности на стеке технологий Hadoop + Spark. Мониторинг и оптимизация процессов сборки...,От 1 года до 3 лет,Полная занятость,,,,
Middle+ / Senior Data-инженер,"Общее представление о стеке технологий BigData. Понимать различия работы между BigData и с данными обычного размера. Знание SQL (индексы, функции...","Разработка, реализация и поддержка типовых интеграционных решений, на стеке технологий, принятых в команде. (Java, Groovy, Apache Nifi, Airflow). ",Более 6 лет,Полная занятость,250000.0,370000.0,RUR,True
Middle+ / Senior Data-инженер,"Общее представление о стеке технологий BigData. Понимать различия работы между BigData и с данными обычного размера. Знание SQL (индексы, функции...","Разработка, реализация и поддержка типовых интеграционных решений, на стеке технологий, принятых в команде. (Java, Groovy, Apache Nifi, Airflow). ",Более 6 лет,Полная занятость,250000.0,370000.0,RUR,True
Data Engineer в направление КХД и BI,"Опыт проектирования архитектуры хранилищ данных (Kimball, Inmon, DataVault2.0). ∙ Опыт работы c Greenplum. ∙ Опыт разработки на PySpark/Scala. ∙ ",Участвовать в сборе потребности и требований от бизнес-пользователей. ∙ Проектировать новые и оптимизировать реализованные интеграционные потоки данных. ∙ Участвовать в наполнении...,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Опыт на схожей позиции от 1 года. Хорошее знание python с точки зрения обработки данных и автоматизации процессов (Pandas, numpy). ","Поддержанием работоспособность текущей структуры баз данных, таблиц и скриптов для обработки данных. Выстраиванием системы сбора, предобработки и хранения данных веб...",От 1 года до 3 лет,Полная занятость,,,,
Data engineer\ETL developer (Москва ) Lead,Уверенное владение фреймворком Spark и опыт разработки приложений на Spark от 2х лет. Знание и опыт программирования на Scala...,"Проект: ЕПКАП Единое приложение корпоративной аналитической платформы. Прикладная аналитическая платформа Сбер B2C — это решение, позволяющее создавать аналитические витрины...",От 3 до 6 лет,Полная занятость,,500000.0,RUR,False
Дата инженер / Data Engineer (Сбережения),"Опыт работы от 3 лет в качестве <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext> / ETL Developer. Знание SQL (Postgres, Greenplum) на продвинутом уровне. ",Проектирование и разработка аналитических витрин данных для целей отчетности на стеке технологий Hadoop + Spark. Мониторинг и оптимизация процессов сборки...,От 3 до 6 лет,Полная занятость,,,,
Senior Data Engineer (AWS),...professional experience in <highlighttext>data</highlighttext> <highlighttext>engineering</highlighttext> or related field. Experience with Snowflake Data Warehouse and data work. <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. ,"Designing, creating, and implementing highly scalable database tables in the Snowflake Data Warehouse to support data analytics and business analytics. ",От 3 до 6 лет,Полная занятость,,,,
Data engineer (senior),"Опыт построения ETL/ELT процедур. Опыт работы с CDC, Apache Iceberg, <highlighttext>DBT</highlighttext> (как преимущество). Знание базовых алгоритмов и структур данных. ",Проектирование и реализация архитектуры хранения и обработки данных. Оптимизация производительности и обеспечение надежности работы хранилища и процессов обработки данных. ,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Более 3 лет опыта работы <highlighttext>Инженером</highlighttext> <highlighttext>DWH</highlighttext>. Практические навыки работы с NiFi, ArenaData, <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext> и др.. Знание администрирования и...","Организация, разработка и управление процессами извлечения/преобразования/загрузки данных, начиная от составления технического задания. Мониторинг существующих ETL-процессов и их...",От 3 до 6 лет,Полная занятость,,,,
Data engineer (middle),"Уверенные навыки создания и оптимизации ETL/ELT процессов. Уверенное владение SQL и реляционными СУБД (PostgreSQL, MySQL, Oracle и др.). ",Проектирование и разработка конвейеров обработки данных (Data Pipelines). Создание и сопровождение решений для пакетной и потоковой выгрузки данных. ,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer (Архитектор данных),"Опыт работы с PostgreSQL, Apache Kafka, Airflow и Google BigQuery не менее 2 лет. Уверенное владение REST API, форматами JSON...","Разработка ETL/ELT-пайплайнов в <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>: обработка, трансформация и загрузка данных. Написание аналитических SQL-запросов и отчётов в Google...",От 1 года до 3 лет,Полная занятость,500000.0,1000000.0,KZT,False
Разработчик баз данных PostgreSQL,"Опыт проектирования, разработки и оптимизации баз данных. Уверенные знания SQL, включая сложные запросы, подзапросы и объединения. Опыт работы с индексами...","Разработка, мадификация и оптимизация бизнес-логики на стороне базы данных PostgreSQL (запросы, процедуры, функции, представления и т.д). ",От 1 года до 3 лет,Полная занятость,,,,
Senior/Middle Data Engineer,Высшее образование. Понимать различия работы между BigData и с данными обычного размера. Знание SQL- среднее. Опыт работы с любой реляционной...,"Разработка, реализация и поддержка типовых интеграционных решений, на стеке технологий, принятых в команде. Оперативное реагирование на информацию о проблемах в...",От 3 до 6 лет,Полная занятость,,,,
Data Engineer,Опыт разработки ETL-процессов на <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Навыки оптимизации SQL-запросов. Практические навыки работы с данными в файловом хранилище S...,"Разработка процедур загрузки данных (ETL-процессов) в <highlighttext>DWH</highlighttext>. <highlighttext>Разработка</highlighttext> процедур формирования аналитический витрин. Профилирование и очистка данных, разработка процедур контроля...",От 1 года до 3 лет,Полная занятость,,,,
Team Lead Data Engineer (B2C),"...<highlighttext>дата</highlighttext>-<highlighttext>инженером</highlighttext> от 5 лет. Знание SQL: понимание планов запроса, внутренней работы SQL-запросов. Опыт работы с Hadoop и <highlighttext>Apache</highlighttext>...",Участие в проектировании хранилищ и потоков данных. Организация работы команды. Организация сбора требований. Оценка требований. Планирование работ. Формирование дорожных карт. ,Более 6 лет,Полная занятость,,,,
Data инженер DWH (Hadoop),"Опыт работы в Банках или страховых компаниях. Представление о BigData: Hive, Spark. Навыки работы с оркестраторами: oozie, Airflow. ",Заниматься разработкой схем данных конечных витрин в Hive по утвержденному проекту. Делать маппинг атрибутов источников на приёмник. Заниматься разработкой ETL...,От 1 года до 3 лет,Полная занятость,,,,
Data инженер DWH (Hadoop),"Опыт работы в Банках или страховых компаниях. Представление о BigData: Hive, Spark. Навыки работы с оркестраторами: oozie, Airflow. ",Заниматься разработкой схем данных конечных витрин в Hive по утвержденному проекту. Делать маппинг атрибутов источников на приёмник. Заниматься разработкой ETL...,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer DWH,"Имеете опыт работы с инструментами оркестрации (<highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, Arenadata и подобные). Обладаете хорошими знаниями SQL и реляционных баз данных (желательно...","Разработкой, поддержкой и оптимизацией производительности Корпоративного Хранилища Данных (<highlighttext>DWH</highlighttext>). <highlighttext>Разработкой</highlighttext> и настройкой ETL/ELT-процессов в Корпоративное Хранилище Данных (сбор...",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer (СберСпасибо),Не менее 2 лет работы в качестве <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext>/ETL Developer. Отличное знание SQL и современных реляционных/MPP СУБД (PostgreSQL...,"Проектирование и разработка витрин данных. Реализация различных видов интеграционных взаимодействий (онлайн, оффлайн и файловые интеграции) с внешними системами. ",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer (junior+),"Знакомство с инструментами для оркестрации пайплайнов (<highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>). - Владение английским языком на уровне, достаточном для чтения технической документации. ","Поддержка и развитие текущей архитектуры хранилища данных (DWH/ Data Lake). - Проектирование, разработка и поддержка ETL/ELT пайплайнов. - Разработка решений по...",Нет опыта,Полная занятость,,90000.0,RUR,False
Data-инженер (Junior),...Python или другой язык программирования на базовом уровне. Понимаете теорию СУБД- и ETL-процессов. Хотите развиваться в роли <highlighttext>дата</highlighttext>-<highlighttext>инженера</highlighttext>.,Участвовать в проектах по развитию <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>. Писать скрипты SQL и Python. Прорабатывать интеграции с внешними системами для <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>.,От 1 года до 3 лет,Полная занятость,,,,
Data-инженер (Junior),...Python или другой язык программирования на базовом уровне. Понимаете теорию СУБД- и ETL-процессов. Хотите развиваться в роли <highlighttext>дата</highlighttext>-<highlighttext>инженера</highlighttext>.,Участвовать в проектах по развитию <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>. Писать скрипты SQL и Python. Прорабатывать интеграции с внешними системами для <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>.,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer (Junior),...Python или другой язык программирования на базовом уровне. Понимаете теорию СУБД- и ETL-процессов. Хотите развиваться в роли <highlighttext>дата</highlighttext>-<highlighttext>инженера</highlighttext>.,Участвовать в проектах по развитию <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>. Писать скрипты SQL и Python. Прорабатывать интеграции с внешними системами для <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>.,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer (Junior),...Python или другой язык программирования на базовом уровне. Понимаете теорию СУБД- и ETL-процессов. Хотите развиваться в роли <highlighttext>дата</highlighttext>-<highlighttext>инженера</highlighttext>.,Участвовать в проектах по развитию <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>. Писать скрипты SQL и Python. Прорабатывать интеграции с внешними системами для <highlighttext>Data</highlighttext> <highlighttext>Platform</highlighttext>.,От 1 года до 3 лет,Полная занятость,,,,
Data Engineer / Инженер данных,"Понимание принципов и практик управления данными. Понимание жизненного цикла данных, в т.ч. технологий хранения, обработки и интеграции данных. ","Поддержание в актуальном состоянии корпоративной модели данных. Описание потоков данных, включая формирование требований и рабочее описание организации хранения и обработки...",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer в MetaDWH,"К примеру, вам предстоит понять, как устроена система распределённых вычислений YTsaurus, в чём специфика её работы, какие данные она генерирует...","Meta DWH — сервис и команда, которая занимается сбором, хранением, подготовкой и анализом данных по домену внутренней инфраструктуры. На основе этих...",От 3 до 6 лет,Полная занятость,,,,
Junior/ Middle Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 1 года до 3 лет,Полная занятость,,,,
Junior/ Middle Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 1 года до 3 лет,Полная занятость,,,,
Junior/ Middle Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 1 года до 3 лет,Полная занятость,,,,
Middle/ Senior Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 3 до 6 лет,Полная занятость,,,,
Middle/ Senior Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 3 до 6 лет,Полная занятость,,,,
Middle/ Senior Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 3 до 6 лет,Полная занятость,,,,
Middle/ Senior Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 3 до 6 лет,Полная занятость,,,,
Middle/ Senior Data Engineer,"Знание баз данных NoSQL. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, Hive или аналогичными сервисами в облаке (например...","Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card.",От 3 до 6 лет,Полная занятость,,,,
Data Engineer (Middle/Senior),Имеете опыт работы с Clickhouse / Greenplum. Имеете опыт работы с Apache Kafka / RabbitMQ. Имеете опыт работы с <highlighttext>DBT</highlighttext>.,Интегрировать новые ETL/ELT процессы. Проектировать и развивать архитектуру хранилищ. Разрабатывать и развивать внутренние инструменты. Принимать участие в ревью кода...,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Нам интересен опыт: - Опыт коммерческой разработки более 3 лет. - Опыт в разработке систем, которые вышли в промышленную эксплуатацию - от 2...",Мы поддерживаем и обеспечиваем: Программу адаптации на проекте.,От 3 до 6 лет,Полная занятость,,,,
Senior Data Engineer,Отличные знания Python. Опыт построения сложных ETL-пайплайнов. Опыт построения data quality процессов. Опыт построения ML-пайплайнов. Опыт работы с...,Поддержка и развитие продукта геотаргетирования рекламы. Задачи развития продукта единого идентификатора рекламосмотрителя. Миграция текущих пайплайнов с Hadoop на YTsaurus. ,От 3 до 6 лет,Полная занятость,,,,
Архитектор DWH,Опыт работы 3 года. Знание методологии и практики проектирования и разработки аналитических хранилищ данных. Знание принципов и подходов по построению...,"Участие в разработке и реализации стратегии развития хранилищ данных. Участие в разработке целостной корпоративной информационной архитектуры (хранилищ данных (DWH, ODS...",От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Опыт работы в роли DE/DA/ETL Developer не менее 1 года. Отличное знания SQL (вложенные запросы, оконные функции, регулярные...","Анализировать требования бизнеса по получению новых данных, оценивать наличие данных, сложности, риски. Искать зависимости в данных различных источников с учетом...",От 1 года до 3 лет,Полная занятость,,,,
Архитектор баз данных,"Знание SQL - уровень middle+/senior, умение оптимизировать код. PostgreSQL - желательно 3-5 лет. AirFlow, Informatica IPC - желательно 2-3 года. ","Участвовать в проектировании и создании нового хранилища данных для Казначейства Альфа-Банка (отдельный отказоустойчивый серверный кластер, несколько реплик и инстансов...",От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Понимание работы СУБД (Oracle). Отличные знания SQL, Python (стек data science). Опыт работы с Airflow, Nifi, Spark. Опыт построения хранилища...",Интеграция новых источников данных в хранилище данных. Автоматизация и контроль процессов загрузки. Разработка витрин.,От 3 до 6 лет,Полная занятость,,,,
Junior Data Engineer,Навыки программирования на Java или Python. Знакомство с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>. Понимание принципов построения DWH и REST API. Знание систем контроля...,Разработка data-продуктов в экосистеме Hadoop. Миграция витрин данных между технологическими стеками. Поддержка и развитие существующего функционала DWH и Data...,От 1 года до 3 лет,Полная занятость,140000.0,150000.0,RUR,False
Senior Data Engineer,"Для успешного выполнения задач тебе потребуется: – Опыт работы <highlighttext>инженером</highlighttext> <highlighttext>данных</highlighttext> от трех лет. – Идеальное знание Python и SQL, понимание принципов...","Перевод ETL-процессов на современный стек данных (<highlighttext>dbt</highlighttext>, Airbyte). – Работа в проектах по качеству данных. – Внедрение тестирования в аналитические проекты. – ",От 3 до 6 лет,Полная занятость,,,,
Data engineer,Опыт работы с Airflow от 2х лет. Опыт работы с Python от 3х лет. Хорошее знание SQL. ,Построение корпоративных хранилищ данных. Понимание архитектуры корпоративных хранилищ. Реализация комплексной аналитической отчетности и решений для сбора витрин под дашборды. ,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Умение проектировать и разрабатывать пайплайны обработки данных с использованием инструментов планирования задач - Airflow, Oozie, Luigi и т.п. (",Развивать платформу как self-service для аналитиков – разрабатывать новые сервисы и фичи для удобства пользователей. Участвовать в проектировании и модернизации...,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,Умение работать с большими данными и обеспечивать их безопасность. Опыт работы <highlighttext>data</highlighttext>-<highlighttext>инженером</highlighttext> от 2 лет. Опыт работы с облачными...,"Проектирование, разработка и оптимизация Data Lake как на локальной инфраструктуре, так и в облачной среде. Интеграция различных источников данных и...",От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Python: знаешь синтаксис языка, понимаешь структуру данных, ООП. Большими данными с помощью Hive и Spark, умение составлять сложные и эффективные...","Построением ETL/ELT пайплайнов (Airflow, Ni-Fi и др.).",От 3 до 6 лет,Полная занятость,,200000.0,RUR,False
Data Engineer,Хорошие знания в потоковой обработке (Stateful - Stateless). Опыт разработки приложений потоковой обработки Apache Flink / Spark Structured Streaming. Навыки программирования - Java...,Разработка приложений потоковой обработки данных на Apache Flink / Spark Structured Streaming. Разработка приложений пакетной обработки данных Spark. Принимать участие в...,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Опыт работы в роли DE не менее 2 лет. Отличное знания SQL (вложенные запросы, оконные функции, регулярные выражения, CTE) и...","Анализировать требования бизнеса по получению новых данных, оценивать наличие данных и их структуру. Искать зависимости в данных различных источников с...",Нет опыта,Полная занятость,180000.0,240000.0,RUR,True
Data Engineer,Опыт от 3 лет. Высокий уровень знаний SQL. Умение выстроить архитектуру сложных решений обработки данных. Понимание принципов работы с Bigdata...,Создавать и улучшать инфраструктуру для обработки данных. Участвовать в разработке архитектуры хранения big-data. Разрабатывать систему для работы с данными...,От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Опыт работы от 2х лет с одной или несколькими СУБД: Oracle, MS SQL, Teradata либо СУБД стэка Bigdata. ","Расчет оптимальных стратегий взыскания. Расчет предложений по реструктуризации. Расчет компонентов кредитного риска PD, LGD, EAD. Ускорение расчета RWA. ",От 1 года до 3 лет,Полная занятость,,,,
Senior Data Engineer (Python),...professional experience in <highlighttext>data</highlighttext> <highlighttext>engineering</highlighttext> or related field. Experience with Snowflake Data Warehouse and data work. <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. ,"Designing, creating, and implementing highly scalable database tables in the Snowflake Data Warehouse to support data analytics and business analytics. ",От 3 до 6 лет,Полная занятость,,,,
Data Engineer,"Опыт построения DWH. Понимание логических моделей хранилища. Понимание версионирования данных (бизнес/техническая история , ескд2). Знание ETL процессов. ",Будет плюсом: работа с java/scala дистрибутивом.,От 3 до 6 лет,Полная занятость,,,,
Data Engineer (команда ClickHouse),"Уверенное знание SQL, умение строить сложные запросы и оптимизировать производительность. Уверенное знание Python. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. ","Загрузка данных из различных источников (как внутренние БД, так и внешние аналитические/ маркетинговые платформы и т.д.) в DWH. ",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer (DataLens),"Опыт работы с системами хранения и обработки данных (Data Lens, 1C, ClickHouse). - Умение собирать данные из разнородных источников и...","Наш продукт обеспечивает хранение и передачу данных с контрольно-кассовой техники в налоговую службу, предоставляет возможность мониторинга кассовой техники, контроль...",От 3 до 6 лет,Полная занятость,250000.0,,RUR,False
Разработчик баз данных MS SQL,Опыт разработки на T-SQL под MS SQL Server 2012 или выше от 2-х лет. Опыт программирования на реляционных...,"Разработка и проектирование баз данных. Тестирование и выпуск обновлений. Анализ возникающих инцидентов в работе ПО. Проектирование схем баз данных, разработка...",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer/Data аналитик,"Знание SQL (подтверждается прохождением теста). Имеете опыт в области бизнес и системного анализа не менее 2 лет (выявление, фиксация, согласование...","Взаимодействие с бизнес заказчиками, понимать и структурировать бизнес-требования. Разработка функциональных требований в области построения витрин. Разработка прототипов витрин с...",От 3 до 6 лет,Полная занятость,,,,
Разработчик баз данных (Junior/Middle),"Опыт работы с ETL-инструментами: Знание SQL (оптимизация запросов, оконные функции, сложные джойны). Понимание DWH-архитектур (схемы «звезда», «снежинка», Data...","Настройка и поддержка ежедневных/ежемесячных загрузок. Оптимизация производительности (партиционирование, индексы) с помощью экспертов на первом этапе работ. Обработка ошибок (рестарт...",От 1 года до 3 лет,Полная занятость,,,,
Data Engineer / Data Specialist,"Обязательно: 5+ лет опыта в <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext>, Analytics Engineering или Data Science (с инженерной частью). Python + SQL на...","Разрабатывать и поддерживать ETL-процессы (сбор, очистка, трансформация данных). Работать с Big Data-стеком (Hive, Presto, Spark, Snowflake и др.). ",Более 6 лет,Полная занятость,,,,
Middle+ / Senior Data-инженер,"Общее представление о стеке технологий BigData. Понимать различия работы между BigData и с данными обычного размера. Знание SQL (индексы, функции...","Разработка, реализация и поддержка типовых интеграционных решений, на стеке технологий, принятых в команде. (Java, Groovy, Apache Nifi, Airflow). ",От 3 до 6 лет,Полная занятость,250000.0,370000.0,RUR,True
Data Engineer,Базовые навыки работы с Kubernetes. Опыт back-end разработки на Python. Опыт в настройке и использовании DataHub. Опыт применения <highlighttext>Dbt</highlighttext>.,Разработка ETL/ELT-процессов доставки и подготовки данных для моделей-подсказчиков. Участие в разработке и принятии архитектурных решений для реализации...,От 3 до 6 лет,Полная занятость,,,,
Разработчик Баз Данных,Опыт работы с СУБД (PostgreSQL). Базовый опыт разработки функций PL/SQL/pgSQL (PostgreSQL/Greenplum). Базовые знания Airflow (работа с интерфейсом...,Разработка и оптимизация архитектуры баз данных под высокие нагрузки. Проектирование и реализация сложных запросов к базе данных. Оптимизация производительности базы...,От 3 до 6 лет,Полная занятость,,,,
